,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
10429,TELANGANA,1920,Percentage departure,-5.8,-100.0,-85.8,37.8,23.6,-55.7,-43.8,-69.1,-55.3,-66.5,-100.0,-100.0
10432,TELANGANA,1921,Percentage departure,-9.4,-100.0,-99.1,-69.7,-78.5,41.7,20.0,-25.2,36.4,-8.7,-12.9,-100.0
10435,TELANGANA,1922,Percentage departure,607.8,-100.0,-100.0,-62.9,97.0,-51.2,-25.5,-26.5,-3.5,-69.1,146.9,-100.0
10438,TELANGANA,1923,Percentage departure,-61.3,-45.8,90.6,-39.9,-29.1,-69.3,-9.9,-62.7,89.5,-40.9,-95.0,-100.0
10441,TELANGANA,1924,Percentage departure,374.3,-100.0,-99.7,-48.2,36.1,-55.7,-49.5,2.3,63.4,-30.6,465.4,-100.0
10444,TELANGANA,1925,Percentage departure,-100.0,-100.0,-100.0,180.8,285.0,18.6,7.7,11.1,-16.1,151.9,-60.6,-42.2
10447,TELANGANA,1926,Percentage departure,490.7,-79.6,96.0,175.0,-5.4,-47.3,-8.0,-4.7,-60.1,-44.9,-100.0,-100.0
10450,TELANGANA,1927,Percentage departure,23.1,13.4,-62.5,-88.9,-43.9,75.2,7.6,-26.4,-19.3,-19.5,333.4,-100.0
10453,TELANGANA,1928,Percentage departure,-100.0,62.6,286.3,-74.6,9.8,1.5,0.6,-11.0,22.0,39.9,-100.0,38.3
10456,TELANGANA,1929,Percentage departure,-32.6,565.6,-100.0,22.1,-89.0,3.0,-53.5,-34.0,31.8,-51.8,-100.0,359.3
10459,TELANGANA,1930,Percentage departure,-100.0,50.8,-55.8,-23.9,-93.2,30.4,-46.9,-32.8,22.2,-19.4,213.2,-100.0
10462,TELANGANA,1931,Percentage departure,-96.6,-47.4,-67.3,-24.9,2.1,32.1,49.1,-27.6,63.3,44.2,24.1,-69.4
10465,TELANGANA,1932,Percentage departure,-100.0,314.4,-89.3,-0.9,1.3,-15.6,21.5,-16.8,-2.0,-57.0,196.5,-100.0
10468,TELANGANA,1933,Percentage departure,65.2,79.2,28.3,41.2,149.6,134.2,-1.5,5.3,48.6,73.2,16.8,735.5
10471,TELANGANA,1934,Percentage departure,-99.3,-100.0,-99.4,3.4,-95.2,-21.2,20.1,30.2,-8.0,-79.6,104.6,-100.0
10474,TELANGANA,1935,Percentage departure,107.1,-64.9,-88.5,137.9,-89.4,-18.8,25.3,-24.3,12.4,-41.6,-87.4,-90.4
10477,TELANGANA,1936,Percentage departure,-67.8,713.2,25.4,-52.8,190.0,41.1,8.8,2.6,-27.2,29.6,134.6,183.8
10480,TELANGANA,1937,Percentage departure,-100.0,241.0,133.8,495.7,-88.2,-45.1,15.6,-52.4,-13.0,-3.1,-95.6,-43.1
10483,TELANGANA,1938,Percentage departure,-100.0,324.0,15.8,-6.5,9.6,59.6,34.1,19.1,14.4,-20.5,-100.0,-100.0
10486,TELANGANA,1939,Percentage departure,-100.0,-100.0,79.3,-5.7,-88.1,-48.1,-29.9,-6.0,-39.3,75.1,-42.7,-100.0
10489,TELANGANA,1940,Percentage departure,-100.0,-95.1,-6.6,89.3,259.8,-9.3,39.9,30.8,-46.3,-12.9,8.2,51.4
10492,TELANGANA,1941,Percentage departure,112.2,-66.1,-60.6,-72.7,-31.2,-14.4,-64.4,-30.4,-22.1,-33.4,-96.4,-92.8
10495,TELANGANA,1942,Percentage departure,-100.0,136.5,-98.3,78.5,21.4,12.8,1.2,28.8,-39.1,-72.0,-80.8,-69.8
10498,TELANGANA,1943,Percentage departure,95.0,-93.9,-86.2,93.8,5.8,27.3,-27.5,-38.0,48.6,-15.8,-87.5,-100.0
10501,TELANGANA,1944,Percentage departure,-100.0,41.2,572.5,-69.8,-38.3,-19.2,-9.3,-33.9,17.7,77.2,10.7,-100.0
10504,TELANGANA,1945,Percentage departure,-45.6,-99.6,-100.0,120.1,-55.9,1.9,34.3,10.7,-9.8,26.5,-76.9,-100.0
10507,TELANGANA,1946,Percentage departure,-100.0,62.9,-57.7,22.2,-43.1,7.3,16.2,-30.6,-51.8,-58.8,180.1,-32.7
10510,TELANGANA,1947,Percentage departure,72.0,84.8,-72.9,-89.8,-57.5,-57.7,10.6,46.6,40.7,-52.6,-21.1,81.6
10513,TELANGANA,1948,Percentage departure,-52.1,-53.0,-58.3,12.8,-41.0,-49.6,-3.2,-23.2,37.5,-66.5,499.2,-100.0
10516,TELANGANA,1949,Percentage departure,-93.0,101.69999999999999,-80.6,-22.1,167.2,7.2,35.7,-19.4,12.3,27.1,-99.1,-100.0
10519,TELANGANA,1950,Percentage departure,-100.0,256.4,15.6,-99.1,-54.4,-44.7,-9.9,-45.0,44.0,-70.7,-77.2,-91.1
10522,TELANGANA,1951,Percentage departure,-99.5,-100.0,358.2,13.2,22.5,-17.6,44.0,-29.5,-41.1,-13.5,-96.5,-100.0
10525,TELANGANA,1952,Percentage departure,-93.5,68.3,-93.9,-30.1,27.8,-43.5,-17.0,-30.8,-21.9,18.6,-99.1,29.1
10528,TELANGANA,1953,Percentage departure,-34.6,-100.0,-75.4,51.1,-97.2,58.0,-18.7,69.3,52.8,136.2,-91.5,-100.0
10531,TELANGANA,1954,Percentage departure,-100.0,-100.0,7.5,-75.5,-43.3,-25.7,21.5,-10.6,43.4,-40.7,-100.0,-77.2
10534,TELANGANA,1955,Percentage departure,-87.3,-100.0,-76.1,-44.9,9.5,62.5,5.2,39.4,41.5,56.1,-73.4,-100.0
10537,TELANGANA,1956,Percentage departure,-90.7,-84.5,-84.8,-66.9,108.0,55.2,59.3,-38.1,-11.0,26.9,187.7,-100.0
10540,TELANGANA,1957,Percentage departure,-100.0,-20.9,93.9,88.2,-26.6,11.3,-16.3,66.5,-42.8,1.6,-100.0,-100.0
10543,TELANGANA,1958,Percentage departure,-72.9,-49.2,-18.6,39.1,-44.4,-48.6,64.8,63.4,-23.4,-6.2,2.0,-99.3
10546,TELANGANA,1959,Percentage departure,-87.8,-95.5,-100.0,-77.6,-35.8,15.5,63.1,61.8,20.6,-7.9,-79.7,-67.7
10549,TELANGANA,1960,Percentage departure,-90.6,-100.0,168.7,-77.1,-14.0,57.9,-17.6,-61.9,12.0,-20.1,-41.6,-73.6
10552,TELANGANA,1961,Percentage departure,-89.8,-37.8,-77.9,-33.7,81.5,0.3,49.0,-2.8,-18.1,153.0,28.7,-95.7
10555,TELANGANA,1962,Percentage departure,-97.7,158.0,-83.2,165.0,-20.0,-40.4,9.4,22.7,64.1,-16.0,88.1,542.7
10558,TELANGANA,1963,Percentage departure,-100.0,-97.4,-67.2,100.1,-64.6,26.6,-13.2,73.1,-41.5,22.5,-100.0,-100.0
10561,TELANGANA,1964,Percentage departure,-100.0,-97.5,-55.4,-88.4,-97.1,-23.0,-24.6,7.9,71.4,-43.9,-65.1,-100.0
10564,TELANGANA,1965,Percentage departure,-65.5,-91.4,-64.1,-61.8,-89.3,-12.3,28.9,-29.3,-5.8,-45.45,-100.0,-100.0
10567,TELANGANA,1966,Percentage departure,153.8,-100.0,-78.6,-55.5,-89.5,-52.6,19.0,0.5,44.2,-47.0,70.1,494.5
10570,TELANGANA,1967,Percentage departure,-95.8,-100.0,412.4,-51.9,-95.8,17.6,29.8,-14.7,-21.0,-92.5,-99.1,895.9
10573,TELANGANA,1968,Percentage departure,111.8,54.0,186.8,-9.7,-71.0,-38.2,-23.7,-75.7,31.2,11.2,-23.0,-97.9
10576,TELANGANA,1969,Percentage departure,-71.7,-100.0,-88.2,-46.2,109.9,-27.2,7.4,-13.4,58.0,-24.6,213.5,392.2
10579,TELANGANA,1970,Percentage departure,-11.3,-92.9,-62.9,26.8,80.2,45.0,-45.1,60.6,-0.2,-64.0,-100.0,-100.0
10582,TELANGANA,1971,Percentage departure,-6.6,-22.8,-48.9,-61.0,48.9,-1.3,-53.9,-33.0,-44.9,125.5,-100.0,-100.0
10585,TELANGANA,1972,Percentage departure,-100.0,49.6,-99.4,-28.5,-52.1,14.8,-25.6,-56.4,-59.6,-12.9,142.3,-10.2
10588,TELANGANA,1973,Percentage departure,-100.0,-100.0,-85.7,-68.7,-74.7,-22.1,-3.2,70.5,-52.7,199.6,-74.1,-98.5
10591,TELANGANA,1974,Percentage departure,-100.0,-99.6,-85.1,-60.8,29.6,-21.6,-54.3,-20.1,-29.2,251.5,-70.7,-100.0
10594,TELANGANA,1975,Percentage departure,64.7,8.3,-36.7,-82.9,-14.1,-2.1,9.0,-9.9,96.7,175.3,-72.2,-100.0
10597,TELANGANA,1976,Percentage departure,-97.2,-100.0,-91.9,44.4,-58.0,-39.5,90.8,28.8,-30.1,-92.5,68.2,-100.0
10600,TELANGANA,1977,Percentage departure,-100.0,-100.0,-80.5,-55.1,66.4,-31.3,2.4,11.5,-59.8,-31.4,79.0,25.4
10603,TELANGANA,1978,Percentage departure,292.9,95.9,-51.9,15.9,-9.4,84.6,52.3,75.0,-34.3,-32.7,53.8,-100.0
10606,TELANGANA,1979,Percentage departure,26.0,134.7,-90.2,-29.0,91.6,2.9,-36.7,-38.8,13.3,-78.9,92.6,36.2
10609,TELANGANA,1980,Percentage departure,-100.0,-100.0,-56.4,-12.6,-67.4,54.9,-15.0,36.8,-17.4,-93.2,-88.3,203.9
10612,TELANGANA,1981,Percentage departure,31.7,-100.0,114.0,-34.3,57.7,32.0,-8.0,44.1,61.6,-43.0,-96.1,-61.1
10615,TELANGANA,1982,Percentage departure,-26.8,-99.6,-65.6,25.4,46.1,-12.7,7.4,-14.5,-1.1,35.4,-25.6,-100.0
10618,TELANGANA,1983,Percentage departure,-100.0,-57.0,-86.5,-77.8,50.9,12.0,22.0,93.6,114.4,149.1,-95.0,41.4
10621,TELANGANA,1984,Percentage departure,-6.4,-16.3,-61.3,-35.6,-86.1,-26.0,12.4,-44.4,-36.6,22.4,-89.1,-100.0
10624,TELANGANA,1985,Percentage departure,-27.5,-100.0,-61.5,-12.5,-46.3,28.0,-9.4,-25.3,-60.3,45.0,-100.0,-56.2
10627,TELANGANA,1986,Percentage departure,276.1,520.1,-84.5,21.2,-64.3,-18.5,-5.0,89.0,-62.8,-66.9,-0.5,223.8
10630,TELANGANA,1987,Percentage departure,95.6,-90.1,50.0,-46.4,19.9,-6.1,11.3,2.9,-65.9,27.2,464.9,-66.6
10633,TELANGANA,1988,Percentage departure,-100.0,-33.0,-90.9,50.1,-86.8,-4.2,165.5,58.7,77.7,-32.2,-88.3,35.1
10636,TELANGANA,1989,Percentage departure,-100.0,-100.0,220.0,-89.4,-80.9,68.2,64.3,29.0,-6.2,-76.6,-93.1,61.4
10639,TELANGANA,1990,Percentage departure,-45.8,-58.2,187.5,-94.1,528.9,72.9,-27.1,118.9,-25.1,142.1,-39.6,-97.3
10642,TELANGANA,1991,Percentage departure,177.8,-58.3,-27.1,21.8,35.5,37.2,8.8,-43.3,-42.8,-60.5,79.4,12.1
10645,TELANGANA,1992,Percentage departure,-39.1,-100.0,-79.8,-39.4,-18.8,27.3,-27.0,26.3,-43.9,-36.9,124.6,-100.0
10648,TELANGANA,1993,Percentage departure,-36.8,-78.9,5.3,-26.2,15.6,-40.8,18.0,-32.0,6.0,35.6,-99.3,147.0
10651,TELANGANA,1994,Percentage departure,9.9,28.5,-100.0,21.1,-19.8,-18.7,24.7,19.0,-69.5,92.1,76.1,-100.0
10654,TELANGANA,1995,Percentage departure,1163.9,-94.4,79.7,-9.9,40.0,-4.5,14.1,-2.8,-20.0,346.9,-38.6,-100.0
10657,TELANGANA,1996,Percentage departure,-100.0,-18.4,-61.7,75.2,-46.4,-18.3,6.9,37.5,-9.2,-2.8,-35.8,46.6
10660,TELANGANA,1997,Percentage departure,189.1,-90.3,64.8,144.9,-16.2,-39.7,-36.6,-28.2,-4.1,18.1,128.2,781.0
10663,TELANGANA,1998,Percentage departure,-33.6,127.7,24.0,-12.8,9.8,5.4,6.8,35.0,18.6,6.7,-29.5,-100.0
10666,TELANGANA,1999,Percentage departure,-100.0,-4.9,-62.3,-90.2,194.5,-0.1,-17.0,-11.3,0.7,-25.2,-89.0,-100.0
10669,TELANGANA,2000,Percentage departure,-91.8,73.0,-91.5,-8.3,92.1,78.6,-10.6,95.3,-59.9,-72.9,-68.8,-52.7
10672,TELANGANA,2001,Percentage departure,9.0,-100.0,75.5,110.6,-70.4,29.7,-49.9,23.9,-32.1,82.2,-15.0,-100.0
10675,TELANGANA,2002,Percentage departure,141.3,3.5,-37.8,-56.8,25.9,1.0,-62.9,49.5,-70.3,2.4,-81.1,-100.0
10678,TELANGANA,2003,Percentage departure,-100.0,10.1,78.8,-21.0,-68.7,-20.6,26.3,23.8,-41.5,36.6,-64.6,-1.4
10681,TELANGANA,2004,Percentage departure,339.9,83.7,-24.0,45.9,36.1,-54.4,-12.3,-45.3,-37.6,-58.8,-74.3,-100.0
10684,TELANGANA,2005,Percentage departure,455.9,45.0,19.6,34.1,-22.3,-18.8,61.9,-41.0,39.6,82.9,-80.9,253.0
10687,TELANGANA,2006,Percentage departure,-100.0,-100.0,249.0,117.8,81.6,-26.1,-31.4,43.2,58.8,-62.2,69.1,-100.0
10690,TELANGANA,2007,Percentage departure,-100.0,-100.0,-99.3,-99.4,-63.9,24.6,-45.5,-4.0,48.7,-45.2,-36.9,-100.0
10693,TELANGANA,2008,Percentage departure,-97.7,91.2,787.0,-11.2,-80.6,-6.3,-25.8,82.0,-16.8,-67.5,-63.3,-85.8
10696,TELANGANA,2009,Percentage departure,-100.0,-100.0,-82.8,-74.4,-48.3,-39.5,-52.1,-10.7,-15.2,-6.6,44.0,-76.8
10699,TELANGANA,2010,Percentage departure,31.3,-45.7,-88.0,-68.5,-2.0,-10.4,60.0,43.1,41.6,32.7,97.4,73.9
10702,TELANGANA,2011,Percentage departure,-99.5,22.0,-79.0,44.3,-63.6,-40.8,8.5,4.9,-39.0,-81.3,-79.3,-100.0
10705,TELANGANA,2012,Percentage departure,-14.0,-100.0,-98.2,-21.3,-66.8,-12.2,21.5,6.8,14.7,12.3,88.6,-100.0
10708,TELANGANA,2013,Percentage departure,-69.2,198.0,-98.8,37.6,-66.7,50.6,83.6,7.1,-8.5,176.7,-20.0,-49.4
10711,TELANGANA,2014,Percentage departure,-97.7,-69.7,376.5,-41.9,188.4,-56.0,-40.9,-4.7,-16.8,-60.3,-47.4,-87.5
10714,TELANGANA,2015,Percentage departure,124.0,-100.0,251.3,270.2,-8.1,88.2,-57.8,-25.4,-10.3,-79.1,-98.5,-67.5
10720,UTTARAKHAND,1901,Percentage departure,149.0,30.3,-22.5,-83.1,8.6,-79.1,-2.3,60.1,-16.1,-59.2,-100.0,11.5
10723,UTTARAKHAND,1902,Percentage departure,87.4,-72.7,-9.1,81.9,-7.0,-29.7,13.9,-14.3,10.6,-20.1,-75.4,-100.0
10726,UTTARAKHAND,1903,Percentage departure,25.8,-87.3,52.5,-70.6,-33.1,-48.4,-35.5,15.8,25.2,43.7,-100.0,-49.6
10729,UTTARAKHAND,1904,Percentage departure,-25.9,-91.8,36.1,-61.1,9.1,12.0,15.3,9.1,-12.6,-84.3,320.3,38.6
10732,UTTARAKHAND,1905,Percentage departure,113.5,29.1,73.6,-25.4,25.5,-30.7,-23.1,-8.6,-35.0,-77.65,-88.6,-17.1
10735,UTTARAKHAND,1906,Percentage departure,-51.7,159.5,-36.0,-71.3,-20.4,21.6,-6.7,15.3,16.6,-71.0,-94.7,-38.5
10738,UTTARAKHAND,1907,Percentage departure,-8.5,110.7,151.3,19.2,2.8,-53.5,-12.2,-15.3,-85.8,-99.1,-100.0,-99.4
10741,UTTARAKHAND,1908,Percentage departure,-8.5,19.5,-89.1,-9.2,-17.4,-9.9,5.5,10.7,-71.8,-93.9,-68.9,-70.5
10744,UTTARAKHAND,1909,Percentage departure,40.3,-31.0,-84.9,84.4,-70.6,90.6,45.1,21.4,-52.6,-80.1,-92.1,210.7
10747,UTTARAKHAND,1910,Percentage departure,-36.0,-37.9,-79.0,-38.8,5.9,43.6,29.7,37.8,27.5,561.6,-0.2,-66.7
10750,UTTARAKHAND,1911,Percentage departure,291.2,-93.3,231.1,-41.8,-65.2,26.9,-61.7,-0.1,33.7,-50.7,794.0,-100.0
10753,UTTARAKHAND,1912,Percentage departure,46.3,-50.2,-22.5,-20.8,-8.3,-35.9,-14.5,10.7,30.2,-94.4,217.9,-44.9
10756,UTTARAKHAND,1913,Percentage departure,-78.9,47.1,22.3,-30.3,75.5,79.8,-32.9,-50.6,-75.2,-69.8,-13.4,46.9
10759,UTTARAKHAND,1914,Percentage departure,-98.3,92.0,101.3,43.2,47.0,-12.1,44.4,-1.2,120.7,-32.2,163.3,-97.7
10762,UTTARAKHAND,1915,Percentage departure,-40.1,102.2,75.8,16.0,2.2,-19.2,-5.1,41.2,-10.5,-67.7,-100.0,-43.5
10765,UTTARAKHAND,1916,Percentage departure,-92.7,-42.9,-96.7,-41.2,-12.6,132.5,10.9,4.0,40.6,109.7,-100.0,-100.0
10768,UTTARAKHAND,1917,Percentage departure,-86.0,-11.3,12.9,128.5,111.1,85.4,43.9,-2.5,103.7,189.6,-100.0,4.1
10771,UTTARAKHAND,1918,Percentage departure,-68.2,-18.3,28.5,144.2,-16.9,47.8,-42.1,3.9,-49.3,-90.1,117.0,-63.3
10774,UTTARAKHAND,1919,Percentage departure,194.1,-25.3,-23.3,14.7,-9.0,73.2,-4.5,-22.6,21.8,-64.6,14.5,29.8
10777,UTTARAKHAND,1920,Percentage departure,-88.7,-15.6,75.3,-71.5,16.5,37.9,21.2,-19.7,-61.4,-67.7,-100.0,-88.6
10780,UTTARAKHAND,1921,Percentage departure,86.8,-91.0,-78.3,-43.8,-93.5,126.5,-15.6,70.7,50.4,39.5,-97.8,-79.2
10783,UTTARAKHAND,1922,Percentage departure,59.9,-44.9,-79.7,-40.1,-78.4,-22.2,30.0,79.2,61.1,-90.6,-85.0,128.5
10786,UTTARAKHAND,1923,Percentage departure,48.9,134.8,-67.9,-69.1,-52.0,-47.3,-4.5,11.9,45.5,73.6,17.5,101.7
10789,UTTARAKHAND,1924,Percentage departure,-21.3,-3.7,-51.8,-80.6,-22.5,-75.5,15.4,8.3,227.1,220.4,-93.5,180.6
10792,UTTARAKHAND,1925,Percentage departure,-36.5,-71.7,-79.6,24.0,1.7,92.3,42.2,0.6,-66.9,-49.6,333.2,-100.0
10795,UTTARAKHAND,1926,Percentage departure,-59.4,-54.8,148.8,48.4,3.2,-78.3,21.9,4.8,-33.1,-74.5,159.7,-91.1
10798,UTTARAKHAND,1927,Percentage departure,-74.6,95.0,-7.4,-30.0,19.2,30.7,-20.8,35.2,-19.7,202.0,415.7,-57.4
10801,UTTARAKHAND,1928,Percentage departure,65.6,140.3,-52.7,14.8,-66.7,-28.8,20.0,-34.3,-85.1,-84.3,105.9,29.2
10804,UTTARAKHAND,1929,Percentage departure,-2.2,-46.8,-70.6,-38.0,-63.2,-13.7,-28.3,5.4,-67.3,11.2,-100.0,505.6
10807,UTTARAKHAND,1930,Percentage departure,21.6,16.4,-9.4,-0.5,-29.3,-21.4,2.5,-8.9,-61.6,-46.1,-4.3,14.5
10810,UTTARAKHAND,1931,Percentage departure,-85.6,44.0,-21.5,-94.6,1.5,-65.8,-18.2,-19.7,68.3,164.6,-19.5,-84.7
10813,UTTARAKHAND,1932,Percentage departure,-96.5,-70.4,-40.3,-63.4,-51.8,-40.5,-11.9,14.8,64.1,-84.2,-34.6,160.8
10816,UTTARAKHAND,1933,Percentage departure,-4.3,7.5,-59.3,50.1,59.5,41.2,19.7,-11.8,-24.1,220.0,-99.8,-94.5
10819,UTTARAKHAND,1934,Percentage departure,22.8,-83.4,-63.4,-75.6,-63.2,25.5,17.8,7.3,-51.2,-96.1,-94.3,85.3
10822,UTTARAKHAND,1935,Percentage departure,72.1,-44.7,-53.6,7.8,-92.5,-72.6,-1.2,-19.4,-12.3,-90.9,3.8,-26.1
10825,UTTARAKHAND,1936,Percentage departure,-87.3,-12.4,-26.6,-4.0,65.6,114.7,46.4,2.1,21.1,-50.4,-75.7,403.5
10828,UTTARAKHAND,1937,Percentage departure,-80.6,139.1,-87.5,25.3,-15.1,7.4,2.2,15.0,6.3,-60.5,-76.4,54.1
10831,UTTARAKHAND,1938,Percentage departure,126.7,36.8,-87.0,-87.0,-34.0,82.6,17.8,3.7,-44.4,-71.5,-90.2,-99.7
10834,UTTARAKHAND,1939,Percentage departure,-60.9,31.4,-31.8,-55.9,-83.8,32.6,-9.5,-47.9,-6.5,-39.5,-99.6,-100.0
10837,UTTARAKHAND,1940,Percentage departure,-8.9,60.9,-0.3,-37.7,-21.2,-15.4,1.3,-21.6,-58.5,-96.5,-95.2,57.5
10840,UTTARAKHAND,1941,Percentage departure,7.8,-40.3,-75.6,-87.4,20.3,24.6,-56.0,-7.4,-52.0,-19.2,-94.3,16.0
10843,UTTARAKHAND,1942,Percentage departure,101.7,31.0,-69.3,52.3,-37.8,19.1,23.3,19.2,12.3,-97.5,-98.3,175.1
10846,UTTARAKHAND,1943,Percentage departure,13.3,-71.8,-51.6,52.8,-71.7,-16.4,-27.4,54.5,-8.9,-99.4,-99.1,-98.5
10849,UTTARAKHAND,1944,Percentage departure,41.8,15.3,8.9,46.1,-67.2,19.4,-9.1,-49.1,-27.4,-46.5,-91.7,-53.8
10852,UTTARAKHAND,1945,Percentage departure,122.5,-92.7,-31.6,22.0,-70.5,-43.7,20.2,-0.7,96.7,130.1,-98.3,-92.1
10855,UTTARAKHAND,1946,Percentage departure,-99.0,-23.3,-64.5,84.9,117.0,20.1,44.9,-18.5,-42.3,21.8,114.4,-10.3
10858,UTTARAKHAND,1947,Percentage departure,-13.4,-16.5,-17.0,-95.5,-12.5,-21.2,-1.7,-28.3,75.9,-58.4,-95.7,-51.9
10861,UTTARAKHAND,1948,Percentage departure,-97.1,64.9,111.6,-32.1,-37.3,-66.9,-13.6,55.0,3.0,26.7,-63.0,-61.1
10864,UTTARAKHAND,1949,Percentage departure,-86.5,116.9,-43.6,-17.3,6.6,-67.4,15.5,8.4,2.4,-44.6,-97.3,-78.7
10867,UTTARAKHAND,1950,Percentage departure,10.1,-51.5,-4.4,-92.4,-28.2,49.4,26.4,29.1,-19.3,-93.4,159.95,-70.4
10870,UTTARAKHAND,1951,Percentage departure,-0.1,-33.1,-18.6,-12.4,10.1,-54.0,-48.5,5.4,2.5,-66.1,417.2,-99.6
10873,UTTARAKHAND,1952,Percentage departure,-27.1,-2.1,118.4,-43.3,-37.9,49.9,-11.2,32.4,-58.6,-71.9,-57.6,-71.6
10876,UTTARAKHAND,1953,Percentage departure,118.6,-76.3,-68.1,-0.9,27.1,13.1,58.3,-11.4,-36.9,-75.6,-100.0,56.5
10879,UTTARAKHAND,1954,Percentage departure,118.2,149.3,-61.2,-85.3,-50.8,-30.6,21.2,48.4,9.1,271.6,-59.4,-40.0
10882,UTTARAKHAND,1955,Percentage departure,56.8,-77.3,-9.7,17.4,-64.7,-5.8,-8.7,12.2,18.6,578.1,-100.0,-49.7
10885,UTTARAKHAND,1956,Percentage departure,-25.0,-60.1,83.2,-57.0,136.4,33.1,19.6,-6.0,-8.3,826.2,-29.8,16.7
10888,UTTARAKHAND,1957,Percentage departure,208.0,-89.4,34.8,109.1,35.5,-29.4,36.4,-25.1,54.8,44.2,136.9,181.2
10891,UTTARAKHAND,1958,Percentage departure,9.5,-73.6,-32.7,-33.5,-53.0,-40.7,11.9,14.1,17.2,97.3,-70.2,133.0
10894,UTTARAKHAND,1959,Percentage departure,25.8,49.3,1.1,-42.0,-12.6,-26.1,24.0,15.7,47.9,119.9,209.5,-96.0
10897,UTTARAKHAND,1960,Percentage departure,48.1,-97.7,68.9,-4.4,-57.1,-17.6,19.7,10.0,-5.0,91.5,-73.6,-27.1
10900,UTTARAKHAND,1961,Percentage departure,133.8,114.1,-58.1,-41.5,-26.7,12.7,25.7,33.8,13.7,206.7,55.1,157.1
10903,UTTARAKHAND,1962,Percentage departure,47.1,38.2,19.5,-22.2,-61.7,-6.1,3.1,4.1,71.5,-78.4,242.0,51.3
10906,UTTARAKHAND,1963,Percentage departure,-67.9,-43.2,127.8,46.6,-12.0,20.1,-7.5,36.9,73.3,-72.9,418.7,79.8
10909,UTTARAKHAND,1964,Percentage departure,66.1,16.0,30.5,38.0,70.0,1.2,18.9,5.1,64.5,-96.7,-100.0,39.7
10912,UTTARAKHAND,1965,Percentage departure,-17.7,155.5,107.5,77.1,-21.4,-68.7,-0.5,-20.8,-56.1,-17.5,38.8,-86.8
10915,UTTARAKHAND,1966,Percentage departure,-94.1,38.7,-14.9,-49.1,37.0,68.0,-6.9,7.3,-36.9,-12.3,80.4,-40.6
10918,UTTARAKHAND,1967,Percentage departure,-79.6,-43.9,95.7,-25.9,-58.5,-23.8,11.9,35.7,-26.5,-44.9,164.4,257.2
10921,UTTARAKHAND,1968,Percentage departure,220.4,96.7,9.4,40.0,-73.3,36.0,0.9,-26.6,-45.0,-67.6,-83.3,74.0
10924,UTTARAKHAND,1969,Percentage departure,47.6,-31.0,-14.7,73.3,37.4,-44.3,-2.3,26.5,73.5,-36.7,-97.3,-95.6
10927,UTTARAKHAND,1970,Percentage departure,58.9,-29.5,-43.1,-83.8,23.1,20.0,-18.1,-7.1,-20.8,-25.0,-90.0,-99.0
10930,UTTARAKHAND,1971,Percentage departure,-3.0,62.4,-21.2,96.9,382.3,85.2,-14.7,-1.4,-21.7,98.9,159.9,-98.5
10933,UTTARAKHAND,1972,Percentage departure,-43.9,46.8,-22.2,44.0,-86.8,-61.0,-19.1,-42.8,6.7,-53.0,-6.9,-24.2
10936,UTTARAKHAND,1973,Percentage departure,35.2,5.1,-16.8,-94.8,-19.9,58.2,-31.8,-22.1,-34.4,17.0,-80.9,-58.7
10939,UTTARAKHAND,1974,Percentage departure,5.1,-55.1,-68.4,-65.0,-60.6,-46.2,0.8,-9.2,-48.5,17.4,-46.6,94.9
10942,UTTARAKHAND,1975,Percentage departure,39.5,12.8,21.0,-96.8,-34.9,36.8,3.4,-5.9,62.1,-45.4,-100.0,-0.09999999999999432
10945,UTTARAKHAND,1976,Percentage departure,-76.4,-6.5,-45.7,-37.1,-27.7,-45.5,-31.0,-14.1,-35.1,-85.9,-99.1,-95.1
10948,UTTARAKHAND,1977,Percentage departure,-13.0,-87.6,-92.1,86.0,80.6,-24.1,24.9,-23.6,4.6,-24.8,-65.4,115.1
10951,UTTARAKHAND,1978,Percentage departure,-36.0,33.1,225.8,46.1,-7.5,81.0,6.2,38.2,63.1,-57.7,416.2,-80.6
10954,UTTARAKHAND,1979,Percentage departure,-6.3,9.5,14.6,-32.7,14.3,-31.4,-17.1,-27.8,-81.1,-70.8,-2.9,44.9
10957,UTTARAKHAND,1980,Percentage departure,-59.8,-10.7,5.0,-55.4,-62.0,8.9,19.5,-15.6,-33.0,-6.7,-72.1,-2.0
10960,UTTARAKHAND,1981,Percentage departure,25.2,-55.5,41.4,-32.4,38.1,0.8,25.2,-31.1,-48.3,-88.5,396.7,-33.1
10963,UTTARAKHAND,1982,Percentage departure,14.5,-6.2,149.2,123.1,37.7,-43.6,-32.3,13.8,-44.4,-55.5,-82.9,49.6
10966,UTTARAKHAND,1983,Percentage departure,49.7,-27.1,60.3,279.3,80.3,-29.1,-33.0,-18.2,60.7,34.5,-80.9,-59.2
10969,UTTARAKHAND,1984,Percentage departure,-63.7,106.3,-74.6,19.7,-50.9,86.7,-7.9,-37.8,-12.9,-91.9,-68.7,34.4
10972,UTTARAKHAND,1985,Percentage departure,0.5,-84.7,-75.7,16.8,13.4,-35.0,15.8,1.8,14.6,451.4,-64.1,231.0
